address,lattitude,longitude
"2755 14th Ave",37.738028,-122.46934
"500 Washington St",37.795863,-122.40163
"230 Beach St",37.807679,-122.413526
"599 Judson Ave",37.728256,-122.453647
"1 Peter York Way",37.785531,-122.424618
"333 12th St",37.770716,-122.413969
"2520 Irving St",37.763375,-122.484734
"832 Folsom St",37.781487,-122.401957
"650 Mcallister St",37.779935,-122.422582
"350 Amber Dr",37.744401,-122.44139
"301 Grove St",37.777749,-122.421455
"1901 Cesar Chavez St",37.749514,-122.395695
"350 Masonic Ave",37.778122,-122.446496
"860 02nd St",37.779334,-122.388372
"368 Fulton St",37.778975,-122.422638
"3431 17th St",37.763012,-122.422103
"455 06th Ave",37.77996,-122.464631
"440 Hayes St",37.776955,-122.423485
"645 05th St",37.776143,-122.397726
"1001 Potrero Ave",37.755988,-122.406109
"2401 22nd St",37.7567,-122.404475
"2498 22nd St",37.757202,-122.40541
"151 03rd St",37.785674,-122.400793
"1512 Golden Gate Ave",37.779259,-122.435417
"541 Mcallister St",37.779756,-122.42072
"3630 Divisadero St",37.80308,-122.443033
"430 Texas St",37.760855,-122.395464
"3772 17th St",37.762968,-122.429559
"3205 16th St",37.764441,-122.424178
"431 Capitol Ave",37.714298,-122.459108
"1651 Union St",37.797986,-122.42623
"1080 Valencia St",37.755554,-122.421064
"1 Berry St",37.779722,-122.387722
"2401 Keith",37.725993,-122.391889
"1280 05th Ave",37.764562,-122.461608
"2 27th St",37.747382,-122.421333
"4186 24th St",37.75134,-122.435694
"2001 37th Ave",37.749414,-122.495557
"2790 Rivera St",37.746045,-122.495958
"25 9th St",37.777335,-122.41544
"301 Elm St",37.781014,-122.42212
"3301 Ortega St",37.751121,-122.498746
"505 Tunnel Ave",37.708475,-122.400881
"13 Christmas Tree Point Rd",37.754477,-122.446512
"50 Lusk St",37.778503,-122.394018
"5301 03rd St",37.729205,-122.392171
"1701 Divisadero St",37.785248,-122.44
"2300 Harrison St",37.760145,-122.412785
"2325 Post St",37.784034,-122.439714
"533 Laurel St",37.785836,-122.449486
"80 Upper Service Rd",37.761215,-122.456275
"1930 Market St",37.770527,-122.425638
"60 Upper Service Rd",37.760455,-122.455416
"1939 Market St",37.76984,-122.425299
"48 Julian St",37.767362,-122.421205
"55 Fillmore St",37.769891,-122.430241
"2130 Post St",37.784821,-122.436788
"2474 Sacramento St",37.790041,-122.433489
"2157 17th St",37.765023,-122.405759
"155 Hermann St",37.77012,-122.427703
"2450 Turk Blvd",37.778599,-122.448297
"2632 Turk Blvd",37.778391,-122.449939
"2901 Turk Blvd",37.777563,-122.453251
"15 Onondaga Ave",37.721065,-122.437731
"4840 Mission St",37.720746,-122.437892
"1580 15th St",37.766861,-122.419162
"2632 Pine St",37.787403,-122.439036
"81 Yacht Rd",37.807288,-122.445262
"588 Portola Dr",37.745797,-122.451477
"2435 Van Ness Ave",37.797869,-122.424032
"Pier 50",37.773118,-122.382127
"Pier 50",37.773849,-122.383233
" ",37.789375,-122.460664
"99 Howard Rd",37.788269,-122.480081
" ",37.801365,-122.473048
"1398 Bosworth St",37.736906,-122.440899
"925 Chenery St",37.734833,-122.4373
"715 Chenery St",37.734394,-122.434123
"55 Laguna St",37.771663,-122.425703
"1940 Market St",37.770135,-122.425853
"601 25th St",37.752573,-122.384896
"840 Cesar Chavez St",37.750647,-122.385202
"700 Cesar Chavez St",37.750778,-122.383093
"721 Cesar Chavez St",37.750085,-122.383136
"151 Maryland St",37.751043,-122.380732
"999 Pennsylvania St",37.753591,-122.392231
"751 23rd St",37.75494,-122.387446
"791 24th St",37.753802,-122.387418
"901 Rankin St",37.740516,-122.395615
"1399 Marin St",37.748548,-122.389063
"80 Charter Oak St",37.737053,-122.404927
"290 North Point St",37.806931,-122.41166
"1879 Bryant St",37.763773,-122.408762
"1201 Mason St",37.794662,-122.411538
"2350 San Jose Ave",37.72025,-122.447141
"2250 San Jose Ave",37.721287,-122.446368
"Terry Francois Blvd",37.772948,-122.386775
"407 South Van Ness",37.7666,-122.417156
"372 Shotwell St",37.762411,-122.416166
"3254 19th St",37.76059,-122.416603
"3380 20th St",37.758909,-122.416244
"2320 Folsom St",37.759939,-122.415125
"2226 Folsom St",37.761708,-122.41536
"2256 Folsom St",37.761268,-122.415059
"3148 19th St",37.760919,-122.413616
"500 Treat Ave",37.761893,-122.413718
"3120 18th St",37.761962,-122.413192
"3186 18th St",37.7623,-122.414224
"3066 17th St",37.764322,-122.414062
"418 Alabama St",37.763976,-122.411608
"1300 Bryant St",37.768646,-122.411169
"2431 Alameda St",37.767757,-122.409248
"120 14th St",37.768579,-122.416155
"352 Florida St",37.764778,-122.411401
"2498 23rd St",37.754734,-122.404264
"2670 23rd St",37.754515,-122.405771
"1091 Potrero Ave",37.75488,-122.40585
"1380 14th Ave",37.762396,-122.471134
"Pier 96",37.740114,-122.371834
"1899 Tennessee St",37.747962,-122.387908
"101 23rd St",37.755664,-122.381762
"120 23rd Street",37.755848,-122.383571
"102 23rd Street",37.756475,-122.382758
"550 22nd St",37.758586,-122.386738
"101 20th Street",37.758249,-122.38345
" ",37.788885,-122.387074
" ",37.800217,-122.397242
"Pier Twentyseven",37.803972,-122.400818
" ",37.80911,-122.41663
"93 Emerson St",37.783336,-122.447678
"Blake St",37.783333,-122.451558
Geary,37.781358,-122.453223
Geary,37.781321,-122.462539
Geary,37.780754,-122.462168
Geary,37.780789,-122.461166
Geary,37.781434,-122.460263
"09th Ave",37.782278,-122.46698
"08th Ave",37.781916,-122.466616
"1064 Mission St",37.780199,-122.409833
"450 Jessie St",37.782453,-122.40811
"971 Mission St",37.781337,-122.407627
"467 Minna St",37.780934,-122.407166
"109 Turk St",37.782899,-122.411053
"2550 41st Ave",37.739683,-122.498264
"20 N State Dr",37.726324,-122.481526
"3659 19th Ave",37.721634,-122.475679
"99 S State Dr",37.724063,-122.481184
Sfsu,37.724246,-122.478782
"32 S State Dr",37.724095,-122.4829
"1584 Holloway Ave",37.721178,-122.476832
"69 Page St",37.773951,-122.421251
"2521 San Bruno Ave",37.729864,-122.404078
"5190 03rd St",37.730826,-122.392162
"1401 19th Ave",37.761452,-122.477135
"961 Ocean Ave",37.722866,-122.452504
"4870 Geary Blvd",37.780922,-122.471269
"2290 Jennings St",37.725965,-122.389728
"762 Fulton St",37.778175,-122.428913
"5201 03rd St",37.730897,-122.391647
"1798 Alemany Blvd",37.723782,-122.437406
"2901 Bryant St",37.748282,-122.408253
"2505 Lombard St",37.798676,-122.442611
"2322 Lombard St",37.799586,-122.43965
"1298 Howard St",37.775213,-122.412999
"1200 Irving St",37.764001,-122.470527
"5894 Mission St",37.709027,-122.45234
"50 03rd St",37.786664,-122.402804
"2831 Cesar Chavez St",37.748504,-122.406392
"1850 Mission St",37.767397,-122.419971
"1251 Ocean Ave",37.723506,-122.455536
"701 Phelps St",37.740875,-122.389797
"1890 19th Ave",37.752644,-122.475802
"6202 03rd St",37.72244,-122.39572
"47 Duboce Ave",37.769658,-122.420855
"1450 Noriega St",37.754278,-122.478985
"2720 14th Ave",37.738453,-122.469124
"2835 Geary Blvd",37.781874,-122.44922
"3279 23rd St",37.753611,-122.417913
"2645 San Bruno Ave",37.728301,-122.40343
"1201 Columbus Ave",37.805048,-122.417324
"1300 Carroll",37.72202,-122.387604
"1326 Grove St",37.776014,-122.438362
"2222 Market St",37.765493,-122.431649
"280 Lee Ave",37.723012,-122.453664
"3950 24th St",37.75166,-122.430616
"1504 Bryant St",37.768139,-122.410956
"1717 Harrison St",37.76899,-122.412576
"625 Bay Shore Blvd",37.737456,-122.40634
"364 09th St",37.772783,-122.410626
"121 07th St",37.778846,-122.409981
"140 07th St",37.778468,-122.41024
"112 07th St",37.77883,-122.410694
"20 Orange St",37.752255,-122.420172
"1301 Van Ness Ave",37.787374,-122.421783
"160 Church St",37.768382,-122.429399
"2460 Lombard St",37.799293,-122.441833
"2400 Irving St",37.76343,-122.483486
"1675 Howard St",37.77068,-122.416985
"220 San Bruno St",37.766215,-122.406036
"350 Broderick St",37.773377,-122.438738
"1533 Bush St",37.788162,-122.422312
"1599 Lombard St",37.800592,-122.427436
"40 Pier Seven",37.799695,-122.397496
"245 Bay Shore Blvd",37.744091,-122.403945
"4780 Mission St",37.721722,-122.437112
"830 Eddy St",37.782978,-122.421236
"1485 Bayshore Blvd",37.725829,-122.401116
"1555 Burke Ave",37.744255,-122.386035
"1750 Cesar Chavez St",37.750016,-122.394168
"1799 Egbert Ave",37.726489,-122.398957
"1945 Carroll Ave",37.728556,-122.399554
"2177 Jerrold Ave",37.744519,-122.399834
"222 Napoleon St",37.746896,-122.399572
"3450 03rd St",37.745545,-122.387265
"50 Mendell St",37.743536,-122.383473
"175 Mendell St",37.742001,-122.383408
"1095 Hyde St",37.79077,-122.417433
"200 Industrial Ave",37.738879,-122.404108
"359 08th St",37.774495,-122.408948
"118 Hawthorne St",37.78417,-122.397422
"2015 Greenwich St",37.799074,-122.432702
"2311 Taraval St",37.742127,-122.490684
"1101 Van Ness Ave",37.78574,-122.422046
"186 Sanchez St",37.766157,-122.431112
"727 Valencia St",37.761502,-122.421137
"101 Bayshore",37.749738,-122.40509
"3675 Geary Blvd",37.780955,-122.45832
"6002 Geary Blvd",37.780324,-122.483447
"784 Ulloa St",37.740834,-122.464376
"3750 03rd St",37.743117,-122.387839
"1929 Market St",37.770109,-122.424905
"838 Oak St",37.773827,-122.432992
"1201 19th Ave",37.765204,-122.477432
"701 Rutland St",37.713043,-122.406649
"1900 Noriega St",37.754062,-122.483906
"4481 Geary Blvd",37.780578,-122.466841
"2675 Geary Blvd",37.781559,-122.445957
"3003 03rd St",37.751081,-122.387103
"1601 Folsom St",37.770636,-122.414644
"1298 Valencia St",37.7522,-122.420748
"388 32nd Ave",37.781904,-122.491946
"888 Tennessee St",37.760604,-122.389576
"1075 Columbus Ave",37.803936,-122.415719
"2775 Van Ness Ave",37.80096,-122.424657
"601 Bay Shore Blvd",37.737784,-122.406381
"355 Ocean Ave",37.722705,-122.443992
"450 Connecticut St",37.760531,-122.397378
"275 Taraval St",37.743097,-122.468614
"625 Brotherhood Way",37.71236,-122.472341
"801 Silver Ave",37.729215,-122.419226
"6190 03rd St",37.722746,-122.39564
"1901 Lombard St",37.799928,-122.432663
"2190 Lombard St",37.799884,-122.437302
"1870 Cesar Chavez St",37.749922,-122.395786
"723 Lincoln Way",37.765656,-122.465462
"2208 Alameda St",37.768562,-122.406796
"2358 Lombard St",37.799523,-122.440147
"1237 South Vanness Ave",37.753306,-122.415907
"4201 18th St",37.760564,-122.436012
"3127 Mission St",37.747282,-122.418281
"1377 Fell St",37.773443,-122.440231
"2151 Oakdale Ave",37.740042,-122.400273
"301 25th Ave",37.783636,-122.485067
"3434 17th St",37.763413,-122.422315
"750 Bryant St",37.777158,-122.401225
"678 Portola Dr",37.745028,-122.452947
"430 Irwin St",37.767928,-122.398186
"1801 Vicente St",37.738602,-122.48583
"4600 Mission St",37.724587,-122.434946
"2230 Mission St",37.76122,-122.419375
"570 Turk St",37.782394,-122.418301
"3945 Judah St",37.760242,-122.504074
"2820 Alemany Blvd",37.712964,-122.450987
"2990 San Bruno Ave",37.724122,-122.402246
"2800 Geary Blvd",37.782469,-122.449191
"121 Haight St",37.772619,-122.424322
"279 West Portal Ave",37.738076,-122.468282
"1699 Market St",37.772368,-122.422134
"649 Brannan St",37.775509,-122.399477
"1810 Folsom St",37.768248,-122.415933
"345 Williams Ave",37.729945,-122.399045
"242 Laguna Honda Blvd",37.750171,-122.460885
"757 Market St",37.786314,-122.404414
"1210 Armstrong",37.722291,-122.384757
"1501 Lombard St",37.800764,-122.426082
"1368 Bay St",37.803745,-122.429329
"191 Sutter St",37.789607,-122.403385
"4750 Geary Blvd",37.780978,-122.470009
"2558 Mission St",37.755772,-122.419428
"1201 Webster St",37.781533,-122.430695
"1540 Pine St",37.789687,-122.421045
"902 07th St",37.770231,-122.399903
"101 Cargo Way",37.740284,-122.377474
"204 Division St",37.769499,-122.406342
"2301 Market St",37.763548,-122.433026
"551 Nevada St",37.73514,-122.411327
"600 Goettingen St",37.724231,-122.405579
"750 Brannan St",37.774008,-122.402112
"345 Stockton St",37.788826,-122.406916
"3201 Steiner St",37.7987,-122.437589
"3865 Irving St",37.762332,-122.499019
"1123 Sutter St",37.787656,-122.418696
"260 Golden Gate St",37.781885,-122.41462
"99 Harding Rd",37.724088,-122.493355
"99 Harding Rd",37.724516,-122.494471
"1050 Marin St",37.749192,-122.386779
"2550 Van Ness Ave",37.799024,-122.423529
"180 Pennsylvania St",37.764324,-122.393832
"590 Bay St",37.805402,-122.416466
"2357 Lombard St",37.798995,-122.440009
"2095 Van Ness Ave",37.794629,-122.423377
"1300 Columbus Ave",37.806115,-122.418065
"1500 Van Ness Ave",37.789342,-122.421657
"50 08th St",37.777681,-122.41368
"550 North Point St",37.806397,-122.416118
"1575 South Van Ness Ave",37.748464,-122.415441
"3150 California St",37.787504,-122.44596
"999 Brotherhood Way",37.713946,-122.482646
"1674 Lombard St",37.800956,-122.428857
"480 Sutter St",37.789433,-122.408042
"3100 Webster St",37.799192,-122.433788
"1500 Sutter St",37.787265,-122.42506
"1800 Sutter Street",37.786639,-122.429988
"617 Bryant St",37.778965,-122.398203
"555 North Point St",37.805983,-122.416092
"2626 San Bruno Ave",37.728346,-122.403997
"2349 Taylor St",37.804061,-122.415055
"2299 Lombard St",37.79913,-122.438948
"4675 Geary Blvd",37.780498,-122.469041
"2201 Van Ness Ave",37.795617,-122.423499
"435 Valencia St",37.765997,-122.421546
"660 Selby St",37.743182,-122.396828
"101 Utah St",37.768255,-122.406338
"302 Silver Ave",37.728421,-122.430868
"300 07th St",37.776509,-122.407781
"638 04th St",37.777673,-122.395948
"401 Newhall St",37.741717,-122.386212
"500 Turk St",37.782513,-122.417355
"438 Taraval St",37.743425,-122.47052
"565 South Van Ness",37.764378,-122.416967
"1375 Howard St",37.774097,-122.413681
"1610 Jerrold Ave",37.739063,-122.389324
"200 Duboce Ave",37.769882,-122.424584
"2101 Lombard St",37.799511,-122.435949
"4299 Mission St",37.728747,-122.430592
"1150 Taraval St",37.743088,-122.478204
"1572 Steiner St",37.783802,-122.43405
"4190 Geary Blvd",37.781259,-122.463955
"1825 Egbert Ave",37.726739,-122.400034
"1152 Ocean Ave",37.723873,-122.454987
"2150 Taraval St",37.742617,-122.488918
"3825 Geary Blvd",37.78083,-122.46054
"7001 Geary Blvd",37.779381,-122.494137
"2599 Lombard St",37.798508,-122.443931
"280 Brighton Ave",37.723173,-122.454684
"1225 La Playa St",37.763354,-122.509848
"99 Lakeshore Plz",37.733436,-122.490478
"2024 Ocean Ave",37.726445,-122.464619
"3545 California St",37.786273,-122.452285
"4175 Mission St",37.73002,-122.429473
"240 Townsend St",37.778193,-122.393702
"300 Lake St",37.78693,-122.462264
"1475 Lombard St",37.800842,-122.425464
"1110 Valencia St",37.754826,-122.421028
"2576 Lombard St",37.799054,-122.443724
"299 02nd St",37.785682,-122.396384
"1250 Columbus Ave",37.805687,-122.417451
"55 04th St",37.785102,-122.40454
"975 Bush St",37.78934,-122.413008
"1889 Haight St",37.768952,-122.453003
"189 Townsend St",37.77889,-122.392083
"2103 16th St",37.765531,-122.407626
"2821 Oakdale Ave",37.742442,-122.404509
"345 Bay Shore",37.805479,-122.412479
"5413 03rd St",37.728028,-122.392539
"5450 Mission St",37.713157,-122.444268
"570 Golden Gate Ave",37.781245,-122.419755
"820 Bryant St",37.775803,-122.402941
"1201 Ocean Ave",37.723417,-122.455112
"2161 Lombard St",37.799405,-122.43678
"3355 Geary Blvd",37.781195,-122.454536
"989 Post St",37.786819,-122.417787
"701 Portola Dr",37.744359,-122.453012
"3068 16th St",37.765116,-122.421036
"798 Valencia St",37.760279,-122.421481
"2450 Harrison St",37.757945,-122.412464
"2435 California St",37.788576,-122.43423
"5750 Mission St",37.709806,-122.450047
"100 Diamond St",37.760534,-122.437244
"895 Geary St",37.785877,-122.41764
"1525 Burke Ave",37.743935,-122.385473
"300 Ulloa St",37.742058,-122.457213
"4 Persia Ave",37.723548,-122.43642
"49 Kern St",37.733795,-122.43426
"2785 Newhall St",37.727882,-122.39839
"1215 Fairfax Ave",37.738133,-122.381915
"1270 La Playa St",37.762703,-122.509248
"1275 Fairfax Ave",37.73865,-122.382823
"1575 Burke Ave",37.744469,-122.38641
"1759 Lincoln Way",37.765163,-122.476622
"220 Newhall St",37.742615,-122.384169
"2598 Taylor St",37.806236,-122.414967
"2648 03rd St",37.756087,-122.388218
"900 Franklin St",37.782717,-122.422027
"1490 Ocean Ave",37.724465,-122.45779
"232 Dorado Ter",37.726484,-122.461442
"1750 Harrison St",37.769046,-122.413492
"3300 Cesar Chavez",37.748407,-122.415909
"599 Skyline Blvd",37.714519,-122.496399
"1050 Van Ness Ave",37.785344,-122.420829
"855 Brotherhood Way",37.714206,-122.478878
"5400 Mission St",37.713653,-122.443737
"2598 Bayshore Blvd",37.709034,-122.405187
"2000 19th Ave",37.7503,-122.475639
"325 04th St",37.781868,-122.400469
"1555 Union St",37.798188,-122.42464
"975 Bryant St",37.772926,-122.405845
"2946 Alemany Blvd",37.711782,-122.452506
"1157 Capp St",37.748242,-122.417208
"3127 22nd St",37.755272,-122.417064
"6001 Geary Blvd",37.779878,-122.483393
"1960 Carroll Ave",37.72902,-122.399708
"651 Brannan St",37.77548,-122.399514
"250 Florida St",37.766047,-122.411554
"1975 Market St",37.769099,-122.426187
"3701 Noriega St",37.752799,-122.503167
"601 Eddy St",37.783039,-122.417463
"3535 Geary Blvd",37.781026,-122.456615
"426 33rd Ave",37.780985,-122.492954
"3349 Mission St",37.743105,-122.420984
"3349 Mission St",37.743105,-122.420984
"950 P-mason St",37.805281,-122.468629
"659 South Van Ness",37.762619,-122.416796
"132 Fisher Loop",37.799566,-122.461759
"2264 16th St",37.765947,-122.409035
"2390 Market St",37.763116,-122.434808
"1146 Gorgas Ave",37.802948,-122.451021
"51 P-arguello Blvd",37.790462,-122.459219
"2361 Lombard St",37.798988,-122.440064
"1500 19th Ave",37.759625,-122.476281
"210 Beach St",37.807808,-122.412479
"1748 Folsom St",37.769229,-122.414886
"1940 Lombard St",37.800389,-122.433322
"240 07th St",37.777259,-122.408722
"855 Terry A Francois Blvd",37.764853,-122.386755
"1530 Lombard St",37.801242,-122.426604
"840 Brannan St",37.772401,-122.404145
"1965 Market St",37.769465,-122.425868
"2045 Evans",37.747613,-122.396405
"1580 Tennessee St",37.751656,-122.388719
"251 18th Ave",37.783216,-122.477511
"231 Dorado Ter",37.726079,-122.461488
"2828 Sloat Blvd",37.735717,-122.504362
"101 09th St",37.77605,-122.413914
"860 Eddy St",37.782926,-122.421639
"685 07th St",37.772179,-122.401615
"6333 Geary Blvd",37.779655,-122.487048
"211 Industrial Ave",37.738314,-122.404351
"5501 03rd St",37.727616,-122.392777
"1391 Webster St",37.783534,-122.431445
"15 Marina Blvd",37.80492,-122.432227
"2050 Market St",37.768348,-122.428196
"215 Townsend St",37.777227,-122.3934
"2350 Noriega St",37.753854,-122.488628
"3350 Mission St",37.743086,-122.421579
"4950 Mission St",37.719447,-122.438874
"5290 Diamond Heights Blvd",37.743589,-122.438122
"631 Monterey Blvd",37.73124,-122.449455
"730 Taraval St",37.743284,-122.473747
"850 La Playa St",37.772276,-122.509516
"490 Goettingen St",37.725744,-122.406209
"300 Deharo St",37.76594,-122.401777
"2480 San Bruno Ave",37.730452,-122.404864
"3800 03rd St",37.742753,-122.387989
"146 Executive Park Blvd",37.711016,-122.391436
"156 Executive Park Blvd",37.710997,-122.393391
"1022 Peralta Ave",37.736874,-122.409199
"1828 Egbert Ave",37.727157,-122.399987
"1388 46th Ave",37.760724,-122.505504
"2200 Bayshore Blvd",37.712345,-122.402336
"2222 Taraval St",37.74258,-122.489745
"3080 San Jose Ave",37.709954,-122.457329
"240 Shotwell St",37.764918,-122.416427
"1750 Lombard St",37.800789,-122.430171
"112 Fisher Loop",37.79955,-122.461961
"501 Tunnel Ave",37.708475,-122.400881
"655 Presidio Ave",37.785717,-122.446575
"905 Potrero",37.75773,-122.406127
"2399 19th Ave",37.743169,-122.475783
"3035 Geary Blvd",37.781609,-122.451253
"319 Bay Shore Blvd",37.742603,-122.404945
"1549 Silver Ave",37.732638,-122.405418
"2501 California St",37.788425,-122.435419
"320 04th St",37.781582,-122.400842
"2525 Irving St",37.762963,-122.484741
"3911 03rd St",37.741637,-122.387747
"2190 Carroll Ave",37.730714,-122.402945
"1548 Silver Ave",37.732297,-122.405128
"92 The Embarcadero",37.795281,-122.392068
"2700 Sloat Blvd",37.735628,-122.502821
"174 South Van Ness Ave",37.770495,-122.417962
"353 Bay Shore Blvd",37.741856,-122.405501
"2401 Keith St",37.725993,-122.391889
"3050 23rd St",37.754328,-122.412861
"1195 Evans Ave",37.738359,-122.380742
"1690 Folsom St",37.769819,-122.41556
"1590 Bryant St",37.767192,-122.410769
"610 P-mason St",37.803128,-122.458125
"694 P-mason St",37.803437,-122.456789
"1810 Pierce St",37.786755,-122.436335
"825 Newhall St",37.739161,-122.388517
"1940 Turk St",37.779529,-122.440892
"245 Olympia Way",37.750992,-122.451113
"1111 Gough St",37.784623,-122.425286
"3281 16th St",37.764423,-122.425658
"5200 Diamond Heights Blvd",37.744901,-122.44005
"1248 Alabama St",37.751838,-122.410957
"1025 Masonic St",37.771717,-122.446149
"3215 Cesar Chavez St",37.747934,-122.414239
"2250 Hayes St",37.773404,-122.453119
"1300 Junipero Serra Blvd",37.714094,-122.471762
"1727 Lombard St",37.8003,-122.429732
"3251 20th Avenue",37.728946,-122.47604
"65 Cambon Dr",37.718091,-122.474036
"1840 Powell St",37.801551,-122.410651
"1700 Noriega St",37.754156,-122.481764
"2801 Vicente St",37.738119,-122.496758
"2440 Lombard St",37.799329,-122.441552
"2265 Lombard St",37.79919,-122.438479
"3898 California St",37.785851,-122.458919
"7355 Geary Blvd",37.779171,-122.497966
"154 South Van Ness Ave",37.771023,-122.418165
"3201 17th St",37.763349,-122.41742
"65 Beverly St",37.717162,-122.471694
"2200 Market St",37.765716,-122.431384
"1446 Mcallister St",37.77827,-122.435685
"1030 Edie Rd",37.801108,-122.451869
"2502 Geary St",37.78291,-122.444477
"1650 Lombard St",37.800998,-122.428525
"3 Masonic Ave",37.783126,-122.447271
"401 Bay St",37.805347,-122.413538
"555 09th St",37.770716,-122.407328
"1450 Lombard St",37.801415,-122.425241
"1707 Market St",37.771962,-122.42213
"2230 Lombard St",37.79978,-122.438118
"130 Townsend St",37.78019,-122.391172
"333 Bay St",37.805499,-122.412317
"2500 Bayshore Blvd",37.710373,-122.404443
"5301 03rd St",37.729205,-122.392171
"1140 Crescent Ave",37.734388,-122.411714
"438 08th St",37.773099,-122.407924
"901 Fillmore St",37.777712,-122.43166
"889 Tennessee St",37.760635,-122.389059
"4991 03rd St",37.733095,-122.390792
"385 09th St",37.772847,-122.409978
"301 Claremont Blvd",37.740451,-122.46463
"2991 San Bruno Ave",37.724039,-122.401666
"4150 Clement St",37.782172,-122.504587
"1 Newhall St",37.739055,-122.377772
"1990 Ocean Ave",37.72616,-122.46406
"181 03rd St",37.785383,-122.400421
"2120 Polk St",37.796181,-122.421373
"5300 03rd St",37.729287,-122.392705
"660 04th St",37.777343,-122.395535
"1301 Franklin St",37.786368,-122.42329
"1690 Ocean Ave",37.724842,-122.459573
"199 Parnassus Ave",37.764275,-122.452203
"2131 Ofarrell",37.782131,-122.439752
"2225 Bush St",37.786707,-122.433716
"270 Fell Street",37.776174,-122.4221
"3001 Taraval St",37.741796,-122.498093
"3201 Divisadero St",37.799017,-122.442735
"70 Capp St",37.765686,-122.418723
"795 Eddy St",37.78267,-122.420369
"1199 Potrero Ave",37.753117,-122.405563
"2145 Market St",37.766552,-122.429423
"104 Vicente Ave",37.740035,-122.467217
"153 West Portal Ave",37.738973,-122.467226
"1740 Divisadero St",37.785635,-122.439459
"3027 16th St",37.764764,-122.420011
"3670 Geary Blvd",37.781508,-122.458328
"800 Ulloa St",37.740803,-122.464949
"2601 Mason St",37.807496,-122.414061
"200 Jennings St",37.739138,-122.377881
"3315 18th St",37.761691,-122.417345
"1765 California St",37.789988,-122.423123
"450 Rhode Island St",37.764069,-122.402571
"2715 Geary Blvd",37.781992,-122.44805
"1791 Ocean Ave",37.724642,-122.460938
"1220 06th St",37.765624,-122.462757
"354 18th Ave",37.781284,-122.476853
"1555 Yosemite",37.726148,-122.390771
"3489 Mission St",37.741053,-122.422311
"2511 California St",37.788407,-122.435553
"540 Ellis St",37.784726,-122.41496
"100 Buchanan St",37.771535,-122.42642
"281 Noe St",37.764887,-122.432749
"50 Trumbull St",37.730522,-122.428742
"100 Valencia St",37.771303,-122.422517
"1479 Illinois St",37.753291,-122.386322
"1490 Illinois St",37.753134,-122.386989
"2955 03rd St",37.752073,-122.387162
"898 Pennsylvania St",37.755154,-122.393259
"902 Pennsylvania St",37.754777,-122.393234
"501 23rd St",37.755309,-122.383242
"2201 Market St",37.765395,-122.430998
"431 South Van Ness",37.766137,-122.417067
"392 South Van Ness Ave",37.766933,-122.417745
"750 South Van Ness Ave",37.761116,-122.416623
"451 Capp St",37.759525,-122.417155
"890 South Van Ness Ave",37.758863,-122.416937
"462 Florida St",37.763308,-122.411715
"2480 16th St",37.765714,-122.410964
"2428 16th St",37.765365,-122.410673
"986 South Van Ness Ave",37.757395,-122.416812
"966 South Van Ness Ave",37.758041,-122.416868
"50 14th St",37.768699,-122.41456
"180 14th St",37.768543,-122.417383
"214 14th St",37.768529,-122.417927
"215 14th St",37.768172,-122.417866
"1811 Noriega Ave",37.753974,-122.476687
"1799 19th Ave",37.754392,-122.476623
"Scott St",37.784331,-122.437409
"2140 Geary Blvd",37.783849,-122.438333
Geary,37.783156,-122.442183
Masonic,37.782777,-122.447215
"2700 Geary",37.782818,-122.448166
"Lorraine Ct",37.780454,-122.457133
"Stanyan St",37.780696,-122.456292
"04th Ave",37.780531,-122.461635
"Geary Blvd",37.780543,-122.467591
"10th Ave",37.780288,-122.467985
"29 Rockaway Ave",37.743506,-122.455367
"99 Battery Chamberlin",37.792183,-122.483682
"99 Gibson Rd",37.790062,-122.483796
"701 Great Hwy",37.774667,-122.511729
"98 Seargeant John Young St",37.725159,-122.444994
"99 Havelock St",37.72649,-122.443216
"99 P-lincoln Blvd",37.803197,-122.476696
"171 Hunters Point Expy",37.711055,-122.381151
"195 Hunters Point Expy",37.709499,-122.381434
"340 Sea Cliff Ave",37.787251,-122.490992
"99 Zanowitz St",37.805732,-122.451675
"50 Merrie Way",37.780024,-122.511658
"1 Telegraph Hill Blvd",37.802799,-122.405801
"215 Gorgas Ave",37.803123,-122.452865
"1641 Geneva Ave",37.711994,-122.427879
"725 Moscow St",37.715979,-122.431087
"848 P-mason St",37.803066,-122.465356
"2500 17th St",37.76485,-122.408397
"656 Skyline Blvd",37.715938,-122.499032
"Fort Funston Rd",37.713229,-122.49992
"50 Marina Blvd",37.805264,-122.432798
"1000 Great Hwy",37.769001,-122.51013
"1999 John F Kennedy Dr",37.767795,-122.507305
"1820 Martin Luther King Jr Dr",37.765691,-122.50073
"110 Stow Lake Dr",37.770482,-122.477059
"200 Bowling Green Dr",37.768485,-122.458924
"1740 Martin Luther King Jr Dr",37.76578,-122.499405
"6335 Fulton St",37.77129,-122.498884
"1232 John F Kennedy Dr",37.770067,-122.48703
"990 47th Ave",37.769463,-122.507666
"98 Metson Rd",37.766522,-122.495478
"6163 Fulton St",37.771733,-122.496736
"1730 Sunnydale Ave",37.712306,-122.416653
"1145 Lake Merced Blvd",37.7131,-122.485421
"318 John Muir Dr",37.711918,-122.488671
"500 John Muir Dr",37.715458,-122.492842
"130 P-arguello Blvd",37.791964,-122.458383
